dataset_list: ['Task013_ACDC', 'Task032_AMOS22_Task1', 'Task040_ATM22', 'Task020_AbdomenCT1K', 'Task602_ASC18', 'Task011_BTCV', 'Task590_Brain_PTM', 'Task617_CAUSE07', 'Task037_CHAOS_Task_3_5_Variant1', 'Task525_CMRxMotions', 'Task612_CTPelvic1k', 'Task601_CTSpine1K_Full', 'Task625_EMIDEC', 'Task623_FLARE21', 'Task022_FLARE2022', 'Task505_FeTA', 'Task892_Heart_Seg_MRI', 'Task036_KiPA22', 'Task040_KiTS', 'Task021_KiTS2021', 'Task050_LAScarQS22_task1', 'Task051_LAScarQS22_task2', 'Task614_LUNA', 'Task603_MMWHS', 'Task627_MRBrain18', 'Task001_BrainTumour', 'Task002_Heart', 'Task003_Liver', 'Task004_Hippocampus', 'Task005_Prostate', 'Task006_Lung', 'Task007_Pancreas', 'Task008_HepaticVessel', 'Task009_Spleen', 'Task010_Colon', 'Task507_Myops2020', 'Task618_Promise09', 'Task039_Parse22', 'Task622_SLIVER07', 'Task619_VESSEL2012', 'Task083_VerSe2020', 'Task502_WMH', 'Task1000_cSeg-2022', 'Task606_orCaScore', 'Task029_LITS', 'Task621_Prostate_MRI_Segmentation_Dataset', 'Task605_SegThor', 'Task558_Totalsegmentator_dataset', 'Task560_WORD', 'Task890_iSeg2017', 'Task632_AutoImplant', 'Task611_PROMISE12', 'Task1006_hvsmr_2016', 'Task012_BTCV_Cervix', 'Task162_HeadandNeckAutoSegmentationChallenge', 'Task161_MRBrainS13DataNii', 'Task512_QUBIQ2020_braingrowth_subset', 'Task512_QUBIQ2020_braintumor_subset', 'Task512_QUBIQ2020_kidney_subset', 'Task512_QUBIQ2020_prostate_subset']
dataset: Task013_ACDC, json keys:[0, 1, 2, 3]
patient091_frame09.nii.gz: [True, True, True, True] [0, 1, 2, 3]
FLARE22_Tr_0261.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0304.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0739.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0223.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0558.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0528.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14]
FLARE22_Tr_0257.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0626.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0204.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0459.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0711.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0552.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14]
FLARE22_Tr_0502.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0718.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0384.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0174.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0537.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0043.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0322.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0658.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0005.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0660.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0006.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0021.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14]
FLARE22_Tr_0049.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14]
FLARE22_Tr_0667.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0729.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0126.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0262.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0665.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0180.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0554.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0332.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0360.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0085.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0474.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0162.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0670.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0095.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 5, 6, 7, 9, 10, 11, 13, 14]
FLARE22_Tr_0112.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0165.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0036.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0103.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14]
FLARE22_Tr_0286.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0277.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0207.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0581.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14]
FLARE22_Tr_0487.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0375.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0309.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14]
FLARE22_Tr_0299.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0549.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0464.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0214.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0395.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14]
FLARE22_Tr_0624.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0695.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0254.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0077.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0242.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0472.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0423.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0158.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0081.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0368.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0680.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14]
FLARE22_Tr_0663.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0186.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0317.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0176.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0690.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0343.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14]
FLARE22_Tr_0405.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0264.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 14]
FLARE22_Tr_0333.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0215.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14]
FLARE22_Tr_0584.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0568.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0600.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0585.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0017.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14]
FLARE22_Tr_0676.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0688.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14]
FLARE22_Tr_0782.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14]
FLARE22_Tr_0140.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0646.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0191.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14]
FLARE22_Tr_0515.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0026.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0099.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0201.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0298.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0148.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14]
FLARE22_Tr_0618.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0153.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0608.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0463.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0741.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14]
FLARE22_Tr_0358.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0444.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0589.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0296.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0757.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0130.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0291.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0561.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0539.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14]
FLARE22_Tr_0672.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14]
FLARE22_Tr_0408.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0211.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0276.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0503.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0401.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0687.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0220.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0287.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0509.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0704.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0169.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14]
FLARE22_Tr_0066.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0035.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0553.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0380.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0182.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0578.nii.gz: [True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 8, 9, 11, 12, 13, 14]
FLARE22_Tr_0560.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0339.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0009.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0664.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0393.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0721.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0238.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0630.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0334.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0318.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0109.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0086.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
FLARE22_Tr_0082.nii.gz: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, False] [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
